"customer_key","customer_number","customer_name","age_group","cust_segmentation","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","time_spam","avg_order_value","avg_monthly_value"
11006,"AW00022005","Pamela Mehta","50-59","New","2013-12-27",136,1,135.0,4.0,4,0,135.0,135.0
11007,"AW00022006","Jon Nara","50-59","New","2013-03-18",145,1,42.0,3.0,3,0,42.0,42.0
11008,"AW00022007","Kaylee Hernandez","40-49","New","2013-12-10",136,1,45.0,2.0,2,0,45.0,45.0
11009,"AW00022008","Alisha Ye","40-49","Regular","2013-12-09",136,2,4141.0,5.0,5,33,2070.5,125.48
11010,"AW00022009","Ross Alvarez","40-49","New","2013-03-18",145,1,10.0,1.0,1,0,10.0,10.0
11011,"AW00022010","Henry Lopez","40-49","New","2013-10-28",138,1,50.0,3.0,3,0,50.0,50.0
11012,"AW00022011","Richard Patterson","30-39","New","2013-11-29",137,1,69.0,3.0,3,0,69.0,69.0
11013,"AW00022012","Regina Malhotra","30-39","New","2013-06-30",142,1,15.0,2.0,2,0,15.0,15.0
11014,"AW00022013","Marcus Jenkins","30-39","New","2013-12-14",136,1,565.0,3.0,3,0,565.0,565.0
11015,"AW00022014","Jose Gonzales","30-39","New","2014-01-08",135,2,80.0,6.0,5,6,40.0,13.33
11016,"AW00022015","Mary Turner","30-39","New","2013-07-08",141,1,5.0,1.0,1,0,5.0,5.0
11017,"AW00022016","Terrence Andersen","30-39","New","2013-12-25",136,1,575.0,2.0,2,0,575.0,575.0
11018,"AW00022017","Sharon She","60 & Above","New","2013-06-05",142,1,70.0,1.0,1,0,70.0,70.0
11019,"AW00022018","Todd Sun","60 & Above","New","2013-06-12",142,1,77.0,2.0,2,0,77.0,77.0
11020,"AW00022019","Rachel Bryant","40-49","New","2013-02-27",146,1,7.0,2.0,2,0,7.0,7.0
11021,"AW00022020","Jaime Shan","60 & Above","New","2013-09-26",139,1,57.0,2.0,2,0,57.0,57.0
11022,"AW00022021","Ethan White","40-49","New","2013-11-02",138,1,24.0,3.0,3,0,24.0,24.0
11023,"AW00022022","Christopher Davis","40-49","New","2013-11-12",137,1,50.0,3.0,3,0,50.0,50.0
11024,"AW00022023","Rafael Chen","40-49","New","2013-03-20",145,1,79.0,4.0,4,0,79.0,79.0
11025,"AW00022024","Samuel Chen","40-49","New","2013-05-03",144,1,24.0,3.0,3,0,24.0,24.0
11026,"AW00022025","Riley Peterson","40-49","New","2013-07-08",141,1,15.0,2.0,2,0,15.0,15.0
11027,"AW00022026","Bridget Kennedy","40-49","New","2013-08-29",140,1,40.0,2.0,2,0,40.0,40.0
11028,"AW00022027","Franklin Luo","40-49","New","2013-05-11",143,1,60.0,2.0,2,0,60.0,60.0
11029,"AW00022028","Jodi Shen","60 & Above","New","2013-02-02",147,1,70.0,1.0,1,0,70.0,70.0
11030,"AW00022029","Laura Gao","60 & Above","New","2013-12-13",136,1,31.0,2.0,2,0,31.0,31.0
11031,"AW00022030","Barbara Shen","60 & Above","Regular","2013-11-27",137,2,4144.0,2.0,2,19,2072.0,218.11
11032,"AW00022031","Jorge Cai","60 & Above","Regular","2013-11-20",137,2,3897.0,4.0,4,19,1948.5,205.11
11033,"AW00022032","Ivan Fernandez","60 & Above","Regular","2013-11-01",138,2,3883.0,2.0,2,18,1941.5,215.72
11034,"AW00022033","Marshall Zhao","60 & Above","Regular","2013-11-14",137,2,3918.0,3.0,3,19,1959.0,206.21
11035,"AW00022034","Seth Clark","40-49","New","2013-03-31",145,1,15.0,2.0,2,0,15.0,15.0
11036,"AW00022035","Ryan Wilson","40-49","New","2013-03-31",145,1,70.0,3.0,3,0,70.0,70.0
11037,"AW00022036","Gabriella Hall","40-49","New","2013-12-16",136,1,1155.0,2.0,2,0,1155.0,1155.0
11038,"AW00022037","Angela Gonzales","40-49","New","2013-09-14",139,1,45.0,4.0,4,0,45.0,45.0
11039,"AW00022038","Isabella Jackson","40-49","New","2013-02-04",146,1,85.0,5.0,5,0,85.0,85.0
11040,"AW00022039","Marissa Simmons","40-49","New","2013-12-13",136,1,35.0,2.0,2,0,35.0,35.0
11041,"AW00022040","Devin Brown","40-49","New","2013-05-16",143,1,37.0,3.0,3,0,37.0,37.0
11042,"AW00022041","Paige Morris","40-49","Regular","2013-12-22",136,2,4167.0,5.0,5,34,2083.5,122.56
11043,"AW00022042","Abigail Bryant","40-49","New","2013-03-18",145,1,540.0,1.0,1,0,540.0,540.0
11044,"AW00022043","Trinity Cox","40-49","New","2013-04-06",144,1,589.0,4.0,4,0,589.0,589.0
11045,"AW00022044","Connor Young","40-49","New","2013-04-11",144,1,608.0,4.0,4,0,608.0,608.0
11046,"AW00022045","Cameron Chen","40-49","New","2013-04-13",144,1,562.0,4.0,4,0,562.0,562.0
11047,"AW00022046","Jasmine Sanders","40-49","New","2013-04-05",144,1,563.0,3.0,3,0,563.0,563.0
11048,"AW00022047","David Gonzales","40-49","New","2013-09-20",139,1,24.0,3.0,3,0,24.0,24.0
11049,"AW00022048","Grace Washington","50-59","New","2013-04-09",144,1,549.0,2.0,2,0,549.0,549.0
11050,"AW00022049","Allen Patel","40-49","New","2013-05-05",143,1,15.0,2.0,2,0,15.0,15.0
11051,"AW00022050","Richard Bailey","50-59","Regular","2013-06-16",142,2,4160.0,5.0,5,27,2080.0,154.07
11052,"AW00022051","Lauren Rogers","50-59","New","2013-12-22",136,1,50.0,3.0,3,0,50.0,50.0
11053,"AW00022052","Zachary Butler","40-49","New","2013-02-09",146,1,15.0,2.0,2,0,15.0,15.0
11054,"AW00022053","Jaime Goel","40-49","New","2013-10-06",138,1,10.0,1.0,1,0,10.0,10.0
11055,"AW00022054","Russell Raji","50-59","New","2013-04-12",144,1,563.0,3.0,3,0,563.0,563.0
11056,"AW00022055","Hannah Clark","40-49","New","2013-02-10",146,1,24.0,3.0,3,0,24.0,24.0
11057,"AW00022056","Alex Howard","40-49","New","2013-09-07",139,1,35.0,2.0,2,0,35.0,35.0
11058,"AW00022057","Kyle Ross","40-49","New","2014-01-11",135,1,70.0,3.0,3,0,70.0,70.0
11059,"AW00022058","Jake Zukowski","40-49","Regular","2013-12-01",137,2,4118.0,2.0,2,32,2059.0,128.69
11060,"AW00022059","Jonathan Johnson","40-49","New","2013-04-01",145,1,7.0,2.0,2,0,7.0,7.0
11061,"AW00022060","Evan Hill","40-49","New","2013-03-07",145,1,37.0,3.0,3,0,37.0,37.0
11062,"AW00022061","Jenny Goel","40-49","New","2013-12-26",136,1,1145.0,2.0,2,0,1145.0,1145.0
11063,"AW00022062","Cameron Flores","40-49","New","2013-12-20",136,1,1120.0,1.0,1,0,1120.0,1120.0
11064,"AW00022063","Joanna Suarez","60 & Above","New","2014-01-15",135,1,79.0,2.0,2,0,79.0,79.0
11065,"AW00022064","Lawrence Carlson","60 & Above","New","2013-02-16",146,1,70.0,1.0,1,0,70.0,70.0
11066,"AW00022065","Roy Martin","60 & Above","New","2013-02-26",146,1,70.0,1.0,1,0,70.0,70.0
11067,"AW00022066","Paula Munoz","40-49","New","2013-04-01",145,1,540.0,1.0,1,0,540.0,540.0
11068,"AW00022067","Julia Jackson","40-49","New","2013-04-26",144,1,540.0,1.0,1,0,540.0,540.0
11069,"AW00022068","Sean James","50-59","New","2013-04-12",144,1,24.0,3.0,3,0,24.0,24.0
11070,"AW00022069","Bailey Reed","50-59","New","2013-07-29",141,1,23.0,3.0,3,0,23.0,23.0
11071,"AW00022070","Eduardo Brown","50-59","New","2013-08-06",140,1,15.0,2.0,2,0,15.0,15.0
11072,"AW00022071","Gabriel Carter","50-59","New","2013-05-07",143,1,74.0,4.0,4,0,74.0,74.0
11073,"AW00022072","Devin Russell","50-59","New","2013-03-31",145,1,618.0,4.0,4,0,618.0,618.0
11074,"AW00022073","Timothy Sanders","50-59","New","2013-05-23",143,1,74.0,4.0,4,0,74.0,74.0
11075,"AW00022074","Richard Washington","50-59","New","2013-04-28",144,1,554.0,3.0,3,0,554.0,554.0
11076,"AW00022075","Pedro Patel","50-59","New","2013-09-27",139,1,144.0,5.0,5,0,144.0,144.0
11077,"AW00022076","Nelson Vazquez","50-59","New","2013-05-26",143,1,66.0,4.0,4,0,66.0,66.0
11078,"AW00022077","Marvin Rubio","50-59","New","2013-04-06",144,1,30.0,1.0,1,0,30.0,30.0
11079,"AW00022078","William Martin","50-59","New","2013-04-28",144,1,563.0,3.0,3,0,563.0,563.0
11080,"AW00022079","Katherine Perez","50-59","New","2013-10-09",138,1,24.0,2.0,2,0,24.0,24.0
11081,"AW00022080","Caitlin Sanchez","50-59","New","2013-11-28",137,1,57.0,2.0,2,0,57.0,57.0
11082,"AW00022081","Olivia Clark","50-59","New","2013-04-05",144,1,30.0,1.0,1,0,30.0,30.0
11083,"AW00022082","Lucas Barnes","50-59","New","2013-04-13",144,1,575.0,2.0,2,0,575.0,575.0
11084,"AW00022083","David Flores","50-59","New","2013-08-27",140,1,155.0,3.0,3,0,155.0,155.0
11085,"AW00022084","Francis Gomez","50-59","New","2013-10-08",138,1,70.0,3.0,3,0,70.0,70.0
11086,"AW00022085","Toni Mehta","50-59","New","2013-08-05",140,1,35.0,2.0,2,0,35.0,35.0
11087,"AW00022086","Chelsea Sanchez","50-59","New","2013-06-12",142,1,30.0,1.0,1,0,30.0,30.0
11088,"AW00022087","Joan Coleman","50-59","New","2013-07-10",141,1,94.0,4.0,4,0,94.0,94.0
11089,"AW00022088","Hannah Diaz","50-59","New","2013-04-14",144,1,570.0,3.0,3,0,570.0,570.0
11090,"AW00022089","Mason Gray","50-59","New","2013-04-08",144,1,554.0,3.0,3,0,554.0,554.0
11091,"AW00022090","Alexandra Miller","60 & Above","New","2013-02-09",146,1,32.0,2.0,2,0,32.0,32.0
11092,"AW00022091","Kayla Griffin","60 & Above","New","2013-04-25",144,1,549.0,2.0,2,0,549.0,549.0
11093,"AW00022092","Andrea Young","60 & Above","New","2013-04-12",144,1,563.0,3.0,3,0,563.0,563.0
11094,"AW00022093","Sydney Baker","60 & Above","New","2013-05-16",143,1,589.0,4.0,4,0,589.0,589.0
11095,"AW00022094","Jared Watson","60 & Above","New","2013-05-08",143,1,540.0,1.0,1,0,540.0,540.0
11096,"AW00022095","Brandon Perry","60 & Above","New","2013-11-10",137,1,142.0,2.0,2,0,142.0,142.0
11097,"AW00022096","Bryce Cooper","60 & Above","New","2013-05-03",144,1,134.0,4.0,4,0,134.0,134.0
11098,"AW00022097","David Anderson","60 & Above","New","2013-02-16",146,1,62.0,3.0,3,0,62.0,62.0
11099,"AW00022098","Katherine Brooks","60 & Above","New","2013-06-28",142,1,70.0,3.0,3,0,70.0,70.0
11100,"AW00022099","Joel Schmidt","60 & Above","New","2013-05-13",143,1,563.0,3.0,3,0,563.0,563.0
11101,"AW00022100","Fernando Hall","40-49","New","2013-08-08",140,1,91.0,4.0,4,0,91.0,91.0
11102,"AW00022101","Carol White","50-59","New","2013-10-06",138,1,32.0,2.0,2,0,32.0,32.0
11103,"AW00022102","Eduardo Cox","50-59","New","2013-10-06",138,1,85.0,3.0,3,0,85.0,85.0
11104,"AW00022103","Alexandra Hernandez","50-59","New","2013-05-23",143,1,70.0,3.0,3,0,70.0,70.0
11105,"AW00022104","Richard Adams","50-59","New","2013-05-07",143,1,554.0,3.0,3,0,554.0,554.0
11106,"AW00022105","Taylor Cooper","50-59","New","2014-01-01",136,1,45.0,4.0,4,0,45.0,45.0
11107,"AW00022106","Olivia Long","40-49","New","2013-05-11",143,1,554.0,3.0,3,0,554.0,554.0
11108,"AW00022107","Michael Jones","50-59","New","2013-06-12",142,1,72.0,2.0,2,0,72.0,72.0
11109,"AW00022108","Eduardo Powell","60 & Above","New","2013-04-18",144,1,85.0,3.0,3,0,85.0,85.0
11110,"AW00022109","Jonathan Mitchell","60 & Above","VIP","2013-01-10",147,2,5971.0,3.0,3,21,2985.5,284.33
11111,"AW00022110","Eduardo King","60 & Above","New","2013-12-24",136,1,35.0,2.0,2,0,35.0,35.0
11112,"AW00022111","Gabriella King","60 & Above","New","2013-12-01",137,1,1174.0,2.0,2,0,1174.0,1174.0
11113,"AW00022112","Paige Reed","60 & Above","VIP","2013-02-20",146,2,6047.0,4.0,4,22,3023.5,274.86
11114,"AW00022113","Katherine Garcia","60 & Above","New","2013-05-17",143,1,589.0,4.0,4,0,589.0,589.0
11115,"AW00022114","Lucas Martin","60 & Above","Regular","2013-05-30",143,2,4183.0,5.0,5,26,2091.5,160.88
11116,"AW00022115","Dalton Rogers","60 & Above","New","2013-05-07",143,1,625.0,3.0,3,0,625.0,625.0
11117,"AW00022116","Robert Lopez","60 & Above","New","2013-05-28",143,1,563.0,3.0,3,0,563.0,563.0
11118,"AW00022117","Sydney Perez","60 & Above","Regular","2013-07-14",141,2,4158.0,4.0,4,27,2079.0,154.0
11119,"AW00022118","Jennifer Parker","60 & Above","Regular","2013-07-26",141,2,4158.0,4.0,4,27,2079.0,154.0
11120,"AW00022119","Hailey Flores","60 & Above","New","2013-05-28",143,1,563.0,3.0,3,0,563.0,563.0
11121,"AW00022120","Jennifer Perry","60 & Above","VIP","2013-03-04",145,2,5962.0,2.0,2,22,2981.0,271.0
11122,"AW00022121","Jackson Henderson","60 & Above","VIP","2013-05-28",143,2,5997.0,3.0,3,24,2998.5,249.88
11123,"AW00022122","Rachel Butler","60 & Above","New","2013-04-13",144,1,94.0,4.0,4,0,94.0,94.0
11124,"AW00022123","Isabella Bailey","60 & Above","New","2013-05-24",143,1,30.0,1.0,1,0,30.0,30.0
11125,"AW00022124","Desiree Alonso","60 & Above","New","2013-11-12",137,1,35.0,2.0,2,0,35.0,35.0
11126,"AW00022125","Zachary Garcia","60 & Above","New","2013-03-11",145,1,35.0,2.0,2,0,35.0,35.0
11127,"AW00022126","Rachel Ward","60 & Above","New","2013-08-20",140,1,35.0,2.0,2,0,35.0,35.0
11128,"AW00022127","Marcus Thompson","60 & Above","New","2013-05-09",143,1,90.0,3.0,3,0,90.0,90.0
11129,"AW00022128","Melissa Perry","60 & Above","Regular","2013-07-25",141,2,4142.0,5.0,5,25,2071.0,165.68
11130,"AW00022129","Chloe Hall","60 & Above","New","2013-05-13",143,1,575.0,2.0,2,0,575.0,575.0
11131,"AW00022130","Xavier Bryant","60 & Above","New","2013-05-09",143,1,575.0,2.0,2,0,575.0,575.0
11132,"AW00022131","Jessica Cook","60 & Above","New","2013-05-19",143,1,561.0,2.0,2,0,561.0,561.0
11133,"AW00022132","Rachael Mehta","60 & Above","New","2013-05-28",143,1,563.0,4.0,4,0,563.0,563.0
11134,"AW00022133","Xavier Adams","60 & Above","New","2013-05-19",143,1,556.0,4.0,4,0,556.0,556.0
11135,"AW00022134","Leonard Raji","60 & Above","New","2013-09-25",139,1,144.0,5.0,5,0,144.0,144.0
11136,"AW00022135","Julia Hernandez","60 & Above","New","2013-05-06",143,1,575.0,2.0,2,0,575.0,575.0
11137,"AW00022136","Devin Evans","60 & Above","New","2013-05-06",143,1,554.0,3.0,3,0,554.0,554.0
11138,"AW00022137","Elizabeth Griffin","60 & Above","New","2013-12-05",136,1,1184.0,4.0,4,0,1184.0,1184.0
11139,"AW00022138","Alexandra Brooks","60 & Above","New","2013-04-17",144,1,37.0,3.0,3,0,37.0,37.0
11140,"AW00022139","Jaime Pal","60 & Above","New","2013-05-12",143,1,549.0,2.0,2,0,549.0,549.0
11141,"AW00022140","Makayla Sanchez","60 & Above","New","2013-12-25",136,1,1120.0,1.0,1,0,1120.0,1120.0
11142,"AW00022141","Jesse Carter","60 & Above","New","2013-08-26",140,1,166.0,3.0,3,0,166.0,166.0
11143,"AW00022142","Nelson Alonso","60 & Above","New","2013-03-27",145,1,72.0,5.0,5,0,72.0,72.0
11144,"AW00022143","Summer Prasad","60 & Above","New","2013-02-15",146,1,40.0,2.0,2,0,40.0,40.0
11145,"AW00022144","Zachary Wang","60 & Above","New","2013-07-13",141,1,90.0,3.0,3,0,90.0,90.0
11146,"AW00022145","Eduardo Kelly","60 & Above","New","2013-03-22",145,1,37.0,3.0,3,0,37.0,37.0
11147,"AW00022146","Benjamin Chen","60 & Above","New","2013-12-11",136,1,37.0,3.0,3,0,37.0,37.0
11148,"AW00022147","Brett Kapoor","60 & Above","New","2013-08-24",140,1,70.0,1.0,1,0,70.0,70.0
11149,"AW00022148","Candace Prasad","60 & Above","New","2013-06-22",142,1,70.0,1.0,1,0,70.0,70.0
11150,"AW00022149","Gregory Shen","60 & Above","New","2013-12-30",136,1,124.0,2.0,2,0,124.0,124.0
11151,"AW00022150","Damien Liang","60 & Above","New","2013-03-11",145,1,70.0,1.0,1,0,70.0,70.0
11152,"AW00022151","Neil Jimenez","60 & Above","New","2013-09-08",139,1,134.0,2.0,2,0,134.0,134.0
11153,"AW00022152","Marcus King","40-49","New","2013-12-07",136,1,1205.0,3.0,3,0,1205.0,1205.0
11154,"AW00022153","Alyssa Kelly","40-49","New","2013-05-28",143,1,549.0,2.0,2,0,549.0,549.0
11155,"AW00022154","Yolanda Yuan","40-49","New","2013-02-04",146,1,37.0,3.0,3,0,37.0,37.0
11156,"AW00022155","Steve Cai","60 & Above","New","2013-09-07",139,1,70.0,1.0,1,0,70.0,70.0
11157,"AW00022156","Jamie Zheng","60 & Above","New","2013-03-06",145,1,70.0,1.0,1,0,70.0,70.0
11158,"AW00022157","Maria Richardson","40-49","New","2013-10-08",138,1,32.0,2.0,2,0,32.0,32.0
11159,"AW00022158","Amber Phillips","40-49","New","2013-06-06",142,1,37.0,3.0,3,0,37.0,37.0
11160,"AW00022159","David Davis","40-49","New","2013-12-11",136,1,32.0,2.0,2,0,32.0,32.0
11161,"AW00022160","Alex Richardson","40-49","New","2013-06-03",143,1,37.0,3.0,3,0,37.0,37.0
11162,"AW00022161","Rachel Clark","40-49","New","2013-12-20",136,1,72.0,5.0,5,0,72.0,72.0
11163,"AW00022162","Brad Yuan","40-49","New","2013-06-05",142,1,70.0,3.0,3,0,70.0,70.0
11164,"AW00022163","Morgan Scott","40-49","New","2013-02-04",146,1,37.0,3.0,3,0,37.0,37.0
11165,"AW00022164","Destiny Morris","40-49","New","2013-06-10",142,1,563.0,3.0,3,0,563.0,563.0
11166,"AW00022165","Aaron Perez","40-49","New","2013-05-18",143,1,191.0,3.0,3,0,191.0,191.0
11167,"AW00022166","Katherine Gray","40-49","New","2013-06-12",142,1,70.0,3.0,3,0,70.0,70.0
11168,"AW00022167","Colleen Yang","60 & Above","New","2013-02-10",146,1,124.0,2.0,2,0,124.0,124.0
11169,"AW00022168","Erica Wang","60 & Above","Regular","2013-05-29",143,2,2997.0,4.0,4,13,1498.5,230.54
11170,"AW00022169","Jenny Li","60 & Above","New","2013-06-19",142,1,79.0,2.0,2,0,79.0,79.0
11171,"AW00022170","Cynthia Martinez","60 & Above","Regular","2013-05-03",144,2,2745.0,4.0,4,13,1372.5,211.15
11172,"AW00022171","Meredith Gonzalez","60 & Above","Regular","2013-05-15",143,2,2722.0,2.0,2,12,1361.0,226.83
11173,"AW00022172","Cesar Sara","60 & Above","Regular","2013-05-24",143,2,2932.0,8.0,8,13,1466.0,225.54
11174,"AW00022173","Bianca Cai","60 & Above","Regular","2013-05-06",143,2,2736.0,4.0,4,12,1368.0,228.0
11175,"AW00022174","Micah Lu","60 & Above","Regular","2013-04-30",144,2,3007.0,3.0,3,12,1503.5,250.58
11176,"AW00022175","Joy Dominguez","60 & Above","Regular","2013-05-02",144,2,3018.0,3.0,3,12,1509.0,251.5
11177,"AW00022176","Alejandro Yang","60 & Above","New","2013-07-05",141,1,101.0,4.0,4,0,101.0,101.0
11178,"AW00022177","Meghan Suarez","60 & Above","New","2013-07-13",141,1,24.0,2.0,2,0,24.0,24.0
11179,"AW00022178","Jessica Bell","60 & Above","Regular","2013-11-13",137,2,4233.0,4.0,4,19,2116.5,222.79
11180,"AW00022179","Abby Mehta","60 & Above","New","2013-06-15",142,1,22.0,1.0,1,0,22.0,22.0
11181,"AW00022180","Joe Srini","50-59","Regular","2013-11-05",137,2,4633.0,3.0,2,19,2316.5,243.84
11182,"AW00022181","Gary Romero","40-49","Regular","2013-11-08",137,2,4674.0,5.0,5,19,2337.0,246.0
11183,"AW00022182","Madeline Parker","40-49","VIP","2013-06-28",142,2,6006.0,4.0,4,25,3003.0,240.24
11184,"AW00022183","Benjamin Jones","40-49","New","2013-10-17",138,1,32.0,2.0,2,0,32.0,32.0
11185,"AW00022184","Jeremy Carter","40-49","New","2013-10-13",138,1,37.0,3.0,3,0,37.0,37.0
11186,"AW00022185","Connor Henderson","40-49","New","2013-03-26",145,1,39.0,2.0,2,0,39.0,39.0
11187,"AW00022186","Jonathan Foster","40-49","New","2013-12-23",136,1,1174.0,2.0,2,0,1174.0,1174.0
11188,"AW00022187","Hannah Russell","40-49","New","2014-01-01",136,1,32.0,2.0,2,0,32.0,32.0
11189,"AW00022188","Sarah Barnes","40-49","New","2013-12-20",136,1,1179.0,3.0,3,0,1179.0,1179.0
11190,"AW00022189","Linda Hernandez","40-49","New","2013-06-20",142,1,549.0,2.0,2,0,549.0,549.0
11191,"AW00022190","Carlos Richardson","40-49","New","2013-10-22",138,1,37.0,3.0,3,0,37.0,37.0
11192,"AW00022191","Jack Adams","40-49","New","2013-05-17",143,1,94.0,4.0,4,0,94.0,94.0
11193,"AW00022192","Henry Zimmerman","40-49","New","2013-06-24",142,1,85.0,3.0,3,0,85.0,85.0
11194,"AW00022193","Toni Garcia","60 & Above","Regular","2013-10-31",138,2,4886.0,2.0,2,18,2443.0,271.44
11195,"AW00022194","Bruce Sai","50-59","Regular","2013-11-26",137,2,4634.0,3.0,3,19,2317.0,243.89
11196,"AW00022195","Philip Romero","60 & Above","Regular","2013-12-03",137,2,4909.0,5.0,5,19,2454.5,258.37
11197,"AW00022196","Francis Romero","50-59","Regular","2013-12-04",136,2,4633.0,3.0,2,19,2316.5,243.84
11198,"AW00022197","Larry Dominguez","60 & Above","Regular","2013-12-04",136,2,4741.0,6.0,6,19,2370.5,249.53
11199,"AW00022198","Frank Hernandez","50-59","Regular","2013-11-30",137,2,4662.0,4.0,4,19,2331.0,245.37
11200,"AW00022199","David Lee","60 & Above","Regular","2013-12-09",136,2,4694.0,5.0,5,19,2347.0,247.05
11201,"AW00022200","Martha Ye","60 & Above","Regular","2013-12-15",136,2,4660.0,3.0,3,20,2330.0,233.0
11202,"AW00022201","Lindsey Luo","60 & Above","VIP","2013-12-09",136,2,5012.0,6.0,6,18,2506.0,278.44
11203,"AW00022202","Roberto Diaz","60 & Above","Regular","2013-12-28",136,2,4672.0,6.0,6,19,2336.0,245.89
11204,"AW00022203","Alisha Zheng","50-59","Regular","2013-12-04",136,2,4625.0,2.0,2,18,2312.5,256.94
11205,"AW00022204","Dustin Xie","60 & Above","New","2013-07-15",141,1,42.0,3.0,3,0,42.0,42.0
11206,"AW00022205","Bobby Saunders","60 & Above","New","2013-07-20",141,1,121.0,3.0,3,0,121.0,121.0
11207,"AW00022206","Cynthia Rodriguez","50-59","New","2013-08-12",140,1,201.0,4.0,4,0,201.0,201.0
11208,"AW00022207","Nancy Sanchez","60 & Above","Regular","2013-12-27",136,2,4921.0,3.0,3,19,2460.5,259.0
11209,"AW00022208","Candice Liang","60 & Above","New","2013-03-31",145,1,42.0,3.0,3,0,42.0,42.0
11210,"AW00022209","Cedric Shen","60 & Above","New","2013-05-03",144,1,75.0,3.0,3,0,75.0,75.0
11211,"AW00022210","Martha Yang","50-59","New","2013-06-11",142,1,35.0,1.0,1,0,35.0,35.0
11212,"AW00022211","Richard Gray","40-49","New","2013-05-15",143,1,37.0,3.0,3,0,37.0,37.0
11213,"AW00022212","Kara Xu","60 & Above","New","2013-05-03",144,1,40.0,2.0,2,0,40.0,40.0
11214,"AW00022213","Jay Patel","60 & Above","New","2013-02-27",146,1,59.0,3.0,3,0,59.0,59.0
11215,"AW00022214","Sabrina Ruiz","50-59","New","2013-09-29",139,1,42.0,3.0,3,0,42.0,42.0
11216,"AW00022215","Samuel Lal","50-59","New","2013-04-14",144,1,79.0,4.0,4,0,79.0,79.0
11217,"AW00022216","Marcus Howard","40-49","New","2013-06-11",142,1,564.0,2.0,2,0,564.0,564.0
11218,"AW00022217","Dylan Powell","60 & Above","New","2014-01-17",135,1,61.0,4.0,4,0,61.0,61.0
11219,"AW00022218","Christian Bryant","60 & Above","New","2013-12-24",136,1,1155.0,2.0,2,0,1155.0,1155.0
11220,"AW00022219","Juha-Pekka Posti","60 & Above","New","2013-11-22",137,1,13.0,2.0,2,0,13.0,13.0
11221,"AW00022220","Brandon Sharma","50-59","New","2013-12-26",136,1,1179.0,3.0,3,0,1179.0,1179.0
11222,"AW00022221","Benjamin Kumar","50-59","New","2013-12-14",136,1,1155.0,2.0,2,0,1155.0,1155.0
11223,"AW00022222","Angel Hill","60 & Above","New","2013-12-19",136,1,94.0,4.0,4,0,94.0,94.0
11224,"AW00022223","Gabrielle Parker","60 & Above","New","2013-09-27",139,1,35.0,2.0,2,0,35.0,35.0
11225,"AW00022224","Katherine Alexander","60 & Above","New","2013-06-10",142,1,624.0,5.0,5,0,624.0,624.0
11226,"AW00022225","Jessica Murphy","60 & Above","New","2013-06-27",142,1,604.0,2.0,2,0,604.0,604.0
11227,"AW00022226","Morgan Sanders","60 & Above","New","2013-03-18",145,1,35.0,2.0,2,0,35.0,35.0
11228,"AW00022227","Barbara Cai","60 & Above","New","2013-03-26",145,1,35.0,2.0,2,0,35.0,35.0
11229,"AW00022228","Katelyn Gonzalez","60 & Above","New","2013-10-31",138,1,37.0,3.0,3,0,37.0,37.0
11230,"AW00022229","Wyatt Perry","50-59","New","2013-12-04",136,1,1147.0,3.0,3,0,1147.0,1147.0
11231,"AW00022230","Jordyn Bennett","60 & Above","Regular","2013-09-25",139,2,4223.0,5.0,5,27,2111.5,156.41
11232,"AW00022231","Grace Brooks","60 & Above","New","2013-05-30",143,1,609.0,4.0,4,0,609.0,609.0
11233,"AW00022232","Paige Brooks","40-49","VIP","2013-06-16",142,2,5985.0,5.0,5,24,2992.5,249.38
11234,"AW00022233","Xavier Martin","40-49","VIP","2013-06-14",142,2,5997.0,3.0,3,24,2998.5,249.88
11235,"AW00022234","Katherine Gonzalez","40-49","VIP","2013-07-12",141,2,5976.0,4.0,4,25,2988.0,239.04
11236,"AW00022235","Sebastian Peterson","40-49","New","2013-12-19",136,1,1155.0,2.0,2,0,1155.0,1155.0
11237,"AW00022236","Jose Gonzalez","40-49","New","2013-12-27",136,1,1179.0,3.0,3,0,1179.0,1179.0
11238,"AW00022237","Angel Morris","40-49","New","2013-07-27",141,1,30.0,1.0,1,0,30.0,30.0
11239,"AW00022238","Alex Murphy","40-49","New","2013-12-27",136,1,1155.0,2.0,2,0,1155.0,1155.0
11240,"AW00022239","Jesse Cook","40-49","New","2013-07-01",142,1,32.0,2.0,2,0,32.0,32.0
11241,"AW00022240","Miguel Powell","40-49","New","2013-06-04",142,1,32.0,2.0,2,0,32.0,32.0
11242,"AW00022241","Alexandria Washington","40-49","New","2013-12-11",136,1,1149.0,3.0,3,0,1149.0,1149.0
11243,"AW00022242","Cameron Walker","40-49","New","2013-03-06",145,1,37.0,3.0,3,0,37.0,37.0
11244,"AW00022243","Emma Lewis","40-49","New","2013-12-04",136,1,1170.0,2.0,2,0,1170.0,1170.0
11245,"AW00022244","Shelby Howard","50-59","New","2013-04-05",144,1,30.0,1.0,1,0,30.0,30.0
11246,"AW00022245","Evan Lopez","40-49","New","2013-12-08",136,1,1188.0,4.0,4,0,1188.0,1188.0
11247,"AW00022246","Jacqueline Cox","50-59","New","2013-12-02",137,1,1170.0,2.0,2,0,1170.0,1170.0
11248,"AW00022247","Ryan Williams","50-59","VIP","2013-07-14",141,2,5978.0,5.0,5,24,2989.0,249.08
